list-none-none,1,10,1,30,180465,6015,0
list-none-none,1,100,1,300,174496,581,0
list-none-none,1,1000,1,3000,4075841,1358,0
list-none-none,1,10000,1,30000,645368634,21512,0
list-none-none,1,20000,1,60000,3489749968,58162,0
list-none-none,2,1,1,6,131616,21936,0
list-none-none,2,10,1,60,132766,2212,0
list-none-none,2,100,1,600,538638,897,0
list-none-none,4,1,1,12,165955,13829,0
list-none-none,4,10,1,120,163370,1361,0
list-none-none,8,1,1,24,302951,12622,0
list-none-none,12,1,1,36,1626235,45173,0
list-none-none,12,10,1,360,300115,833,0
list-i-none,2,1,1,6,119586,19931,0
list-i-none,2,4,1,24,148210,6175,0
list-i-none,2,8,1,48,130757,2724,0
list-i-none,2,16,1,96,131286,1367,0
list-i-none,2,32,1,192,221000,1151,0
list-i-none,4,1,1,12,170445,14203,0
list-i-none,4,4,1,48,176728,3681,0
list-i-none,8,1,1,24,249829,10409,0
list-i-none,8,4,1,96,187918,1957,0
list-i-none,12,1,1,36,314850,8745,0
list-i-none,12,2,1,72,266978,3708,0
list-i-none,12,4,1,144,302546,2101,0
list-d-none,2,1,1,6,125767,20961,0
list-d-none,2,2,1,12,128202,10683,0
list-d-none,2,4,1,24,145804,6075,0
list-d-none,2,8,1,48,110331,2298,0
list-d-none,2,32,1,192,210966,1098,0
list-d-none,4,1,1,12,155724,12977,0
list-d-none,4,2,1,24,156350,6514,0
list-d-none,4,4,1,48,163906,3414,0
list-d-none,4,16,1,192,137950,718,0
list-d-none,8,1,1,24,200593,8358,0
list-d-none,8,2,1,48,203170,4232,0
list-d-none,8,4,1,96,224166,2335,0
list-d-none,8,8,1,192,192443,1002,0
list-d-none,12,1,1,36,312872,8690,0
list-d-none,12,2,1,72,321882,4470,0
list-il-none,2,1,1,6,93510,15585,0
list-il-none,2,2,1,12,130499,10874,0
list-il-none,2,4,1,24,88861,3702,0
list-il-none,2,8,1,48,95765,1995,0
list-il-none,2,32,1,192,320762,1670,0
list-il-none,4,1,1,12,172484,14373,0
list-il-none,4,2,1,24,127054,5293,0
list-il-none,4,4,1,48,208965,4353,0
list-il-none,8,2,1,48,189800,3954,0
list-il-none,8,4,1,96,226803,2362,0
list-il-none,12,1,1,36,315344,8759,0
list-dl-none,2,1,1,6,103954,17325,0
list-dl-none,2,2,1,12,150299,12524,0
list-dl-none,2,4,1,24,123335,5138,0
list-dl-none,2,32,1,192,282914,1473,0
list-dl-none,4,1,1,12,172801,14400,0
list-dl-none,4,2,1,24,171534,7147,0
list-dl-none,4,4,1,48,107598,2241,0
list-dl-none,4,16,1,192,251941,1312,0
list-dl-none,8,1,1,24,241160,10048,0
list-dl-none,8,2,1,48,238679,4972,0
list-dl-none,12,1,1,36,350484,9735,0
list-dl-none,12,4,1,144,1337431,9287,0
list-i-m,12,32,1,1152,2173389,1886,22716
list-d-m,12,32,1,1152,2289047,1987,23070
list-il-m,12,32,1,1152,9581202,8317,92293
list-dl-m,12,32,1,1152,7405183,6428,60781
list-i-s,12,32,1,1152,2582812,2242,0
list-d-s,12,32,1,1152,2701866,2345,0
list-il-s,12,32,1,1152,10404474,9031,0
list-dl-s,12,32,1,1152,10526420,9137,0
list-id-none,1,1,4,3,91562,30520,0
list-id-none,1,2,4,6,64528,10754,0
list-id-none,1,4,4,12,55262,4605,0
list-id-none,1,8,4,24,102022,4250,0
list-id-none,1,16,4,48,70124,1460,0
list-id-none,4,1,4,12,104894,8741,0
list-id-none,4,2,4,24,94950,3956,0
list-id-none,4,4,4,48,109066,2272,0
list-id-none,4,8,4,96,133867,1394,0
list-id-none,8,1,4,24,277390,11557,0
list-id-none,8,2,4,48,249379,5195,0
list-id-none,8,8,4,192,263296,1371,0
list-id-none,12,1,4,36,319828,8884,0
list-id-none,12,2,4,72,1221241,16961,0
list-id-none,16,1,4,48,417085,8689,0
list-id-none,16,4,4,192,368970,1921,0
list-id-m,1,10,4,30,88216,2940,84
list-id-m,1,20,4,60,118215,1970,65
list-id-m,1,40,4,120,185787,1548,62
list-id-m,1,80,4,240,137659,573,49
list-id-m,4,10,4,120,188723,1572,1689
list-id-m,4,20,4,240,281338,1172,1726
list-id-m,4,40,4,480,410460,855,1687
list-id-m,4,80,4,960,787213,820,1984
list-id-m,8,10,4,240,304611,1269,1263
list-id-m,8,20,4,480,556346,1159,4876
list-id-m,8,40,4,960,931687,970,5759
list-id-m,8,80,4,1920,1879019,978,6843
list-id-m,12,10,4,360,424284,1178,2793
list-id-m,12,20,4,720,689192,957,7027
list-id-m,12,40,4,1440,1384358,961,9483
list-id-m,12,80,4,2880,2887857,1002,11753
list-id-m,16,10,4,480,556141,1158,6932
list-id-m,16,20,4,960,1012775,1054,11635
list-id-m,16,40,4,1920,2113647,1100,16893
list-id-m,16,80,4,3840,4373618,1138,19480
list-id-s,1,10,4,30,72757,2425,0
list-id-s,1,20,4,60,76881,1281,0
list-id-s,1,40,4,120,104421,870,0
list-id-s,1,80,4,240,132399,551,0
list-id-s,4,10,4,120,140201,1168,0
list-id-s,4,20,4,240,199525,831,0
list-id-s,4,40,4,480,286123,596,0
list-id-s,4,80,4,960,607603,632,0
list-id-s,8,10,4,240,796883,3320,0
list-id-s,8,20,4,480,360523,751,0
list-id-s,8,40,4,960,561312,584,0
list-id-s,8,80,4,1920,1308309,681,0
list-id-s,12,10,4,360,275384,764,0
list-id-s,12,20,4,720,411081,570,0
list-id-s,12,40,4,1440,887357,616,0
list-id-s,12,80,4,2880,2537099,880,0
list-id-s,16,10,4,480,414444,863,0
list-id-s,16,20,4,960,909648,947,0
list-id-s,16,40,4,1920,1622580,845,0
list-id-s,16,80,4,3840,4238098,1103,0
list-none-m,1,1000,1,3000,4313655,1437,48
list-none-m,1,1000,4,3000,1488463,496,47
list-none-m,1,1000,8,3000,1087576,362,46
list-none-m,1,1000,16,3000,738884,246,50
list-none-m,2,1000,1,6000,23415486,3902,5826
list-none-m,2,1000,4,6000,9421128,1570,1270
list-none-m,2,1000,8,6000,6298732,1049,652
list-none-m,2,1000,16,6000,4195013,699,373
list-none-m,4,1000,1,12000,91655468,7637,31819
list-none-m,4,1000,4,12000,19878945,1656,4628
list-none-m,4,1000,8,12000,11330148,944,1957
list-none-m,4,1000,16,12000,6730276,560,894
list-none-m,8,1000,1,24000,469637700,19568,194438
list-none-m,8,1000,4,24000,54634556,2276,17832
list-none-m,8,1000,8,24000,22779963,949,5761
list-none-m,8,1000,16,24000,12229282,509,2387
list-none-m,12,1000,1,36000,969560722,26932,371816
list-none-m,12,1000,4,36000,121898004,3386,45059
list-none-m,12,1000,8,36000,46127953,1281,14010
list-none-m,12,1000,16,36000,20610138,572,5028
list-none-s,1,1000,1,3000,4024032,1341,0
list-none-s,1,1000,4,3000,1323816,441,0
list-none-s,1,1000,8,3000,843282,281,0
list-none-s,1,1000,16,3000,573781,191,0
list-none-s,2,1000,1,6000,32761211,5460,0
list-none-s,2,1000,4,6000,12266901,2044,0
list-none-s,2,1000,8,6000,6378010,1063,0
list-none-s,2,1000,16,6000,3826435,637,0
list-none-s,4,1000,1,12000,125904442,10492,0
list-none-s,4,1000,4,12000,28305689,2358,0
list-none-s,4,1000,8,12000,12495492,1041,0
list-none-s,4,1000,16,12000,6895641,574,0
list-none-s,8,1000,1,24000,468779966,19532,0
list-none-s,8,1000,4,24000,53443159,2226,0
list-none-s,8,1000,8,24000,20880906,870,0
list-none-s,8,1000,16,24000,9660762,402,0
list-none-s,12,1000,1,36000,1257167515,34921,0
list-none-s,12,1000,4,36000,102714931,2853,0
list-none-s,12,1000,8,36000,37077482,1029,0
list-none-s,12,1000,16,36000,15915187,442,0
list-none-m,24,1000,1,72000,4939259032,68600,2067642
list-none-s,24,1000,1,72000,5724360985,79505,0
