list-none-none,1,10,1,30,155070,5169
list-none-none,1,100,1,300,195389,651
list-none-none,1,1000,1,3000,4446548,1482
list-none-none,1,10000,1,30000,681230530,22707
list-none-none,1,20000,1,60000,3452323065,57538
list-none-none,2,1,1,6,106825,17804
list-none-none,2,10,1,60,143205,2386
list-none-none,4,1,1,12,137472,11456
list-none-none,8,1,1,24,250161,10423
list-none-none,8,100,1,2400,2734430,1139
list-none-none,12,10,1,360,320369,889
list-i-none,2,1,1,6,139714,23285
list-i-none,2,2,1,12,126113,10509
list-i-none,2,4,1,24,73012,3042
list-i-none,4,8,1,96,190308,1982
list-i-none,8,8,1,192,214740,1118
list-i-none,12,1,1,36,332084,9224
list-i-none,12,2,1,72,286102,3973
list-i-none,12,4,1,144,294005,2041
list-i-none,12,8,1,288,1631377,5664
list-d-none,2,1,1,6,111528,18588
list-d-none,2,2,1,12,134817,11234
list-d-none,2,4,1,24,98160,4090
list-d-none,2,16,1,96,103250,1075
list-d-none,4,1,1,12,183974,15331
list-d-none,4,2,1,24,110957,4623
list-d-none,4,4,1,48,211365,4403
list-d-none,8,2,1,48,206811,4308
list-d-none,8,4,1,96,197954,2062
list-d-none,8,8,1,192,231320,1204
list-d-none,12,1,1,36,322650,8962
list-d-none,12,2,1,72,350088,4862
list-d-none,12,4,1,144,341647,2372
list-il-none,2,2,1,12,110291,9190
list-il-none,2,4,1,24,133649,5568
list-il-none,2,8,1,48,98147,2044
list-il-none,2,16,1,96,149405,1556
list-il-none,4,2,1,24,176663,7360
list-il-none,8,2,1,48,187688,3910
list-il-none,8,4,1,96,204751,2132
list-il-none,8,8,1,192,234416,1220
list-il-none,12,1,1,36,327136,9087
list-dl-none,2,1,1,6,127993,21332
list-dl-none,2,2,1,12,148537,12378
list-dl-none,2,4,1,24,75020,3125
list-dl-none,2,32,1,192,329954,1718
list-dl-none,4,1,1,12,120699,10058
list-dl-none,4,2,1,24,158138,6589
list-dl-none,4,4,1,48,97656,2034
list-dl-none,4,8,1,96,113942,1186
list-dl-none,4,16,1,192,246182,1282
list-dl-none,8,2,1,48,181791,3787
list-dl-none,8,4,1,96,275267,2867
list-dl-none,12,2,1,72,345477,4798
list-dl-none,12,4,1,144,331486,2301
list-dl-none,12,8,1,288,323920,1124
list-i-m,12,32,1,1152,2306324,2002,25954
list-d-m,12,32,1,1152,2371085,2058,26052
list-il-m,12,32,1,1152,9491237,8238,90174
list-dl-m,12,32,1,1152,8089515,7022,72281
list-i-s,12,32,1,1152,2477550,2150
list-d-s,12,32,1,1152,2611899,2267
list-il-s,12,32,1,1152,10876125,9441
list-dl-s,12,32,1,1152,11211484,9732
list-id-none,1,1,4,3,90480,30160
list-id-none,1,2,4,6,88680,14780
list-id-none,1,4,4,12,90775,7564
list-id-none,1,8,4,24,91980,3832
list-id-none,1,16,4,48,99643,2075
list-id-none,4,1,4,12,110942,9245
list-id-none,4,2,4,24,107925,4496
list-id-none,4,4,4,48,113633,2367
list-id-none,4,8,4,96,160707,1674
list-id-none,4,16,4,192,170799,889
list-id-none,8,2,4,48,250727,5223
list-id-none,8,4,4,96,252660,2631
list-id-none,8,8,4,192,222359,1158
list-id-none,12,1,4,36,363087,10085
list-id-none,12,2,4,72,312853,4345
list-id-none,12,8,4,288,331051,1149
list-id-none,16,1,4,48,377110,7856
list-id-none,16,2,4,96,389799,4060
list-id-none,16,8,4,384,403536,1050
list-id-m,1,10,4,30,62286,2076,90
list-id-m,1,20,4,60,106547,1775,77
list-id-m,1,40,4,120,114370,953,62
list-id-m,1,80,4,240,155932,649,54
list-id-m,4,10,4,120,175801,1465,409
list-id-m,4,20,4,240,226511,943,327
list-id-m,4,40,4,480,367879,766,1689
list-id-m,4,80,4,960,855753,891,2137
list-id-m,8,10,4,240,262959,1095,460
list-id-m,8,20,4,480,420413,875,3520
list-id-m,8,40,4,960,867193,903,5279
list-id-m,8,80,4,1920,1829726,952,6521
list-id-m,12,10,4,360,405757,1127,3120
list-id-m,12,20,4,720,717564,996,5748
list-id-m,12,40,4,1440,1359419,944,9398
list-id-m,12,80,4,2880,2940110,1020,11977
list-id-m,16,10,4,480,1311700,2732,2938
list-id-m,16,20,4,960,1100830,1146,12777
list-id-m,16,40,4,1920,1950476,1015,14549
list-id-m,16,80,4,3840,4386857,1142,20014
list-id-s,1,10,4,30,70637,2354
list-id-s,1,20,4,60,77291,1288
list-id-s,1,40,4,120,94231,785
list-id-s,1,80,4,240,131045,546
list-id-s,4,10,4,120,129264,1077
list-id-s,4,20,4,240,198068,825
list-id-s,4,40,4,480,295016,614
list-id-s,4,80,4,960,587803,612
list-id-s,8,10,4,240,239247,996
list-id-s,8,20,4,480,284198,592
list-id-s,8,40,4,960,605842,631
list-id-s,8,80,4,1920,1452476,756
list-id-s,12,10,4,360,327749,910
list-id-s,12,20,4,720,482083,669
list-id-s,12,40,4,1440,1013282,703
list-id-s,12,80,4,2880,2552140,886
list-id-s,16,10,4,480,444877,926
list-id-s,16,20,4,960,581871,606
list-id-s,16,40,4,1920,1524462,793
list-id-s,16,80,4,3840,4191631,1091
list-none-m,1,1000,1,3000,4115508,1371,48
list-none-m,1,1000,4,3000,1378628,459,43
list-none-m,1,1000,8,3000,920344,306,44
list-none-m,1,1000,16,3000,723904,241,44
list-none-m,2,1000,1,6000,23374086,3895,5868
list-none-m,2,1000,4,6000,9824571,1637,1388
list-none-m,2,1000,8,6000,6216669,1036,660
list-none-m,2,1000,16,6000,4128062,688,365
list-none-m,4,1000,1,12000,89211914,7434,33186
list-none-m,4,1000,4,12000,20762016,1730,4915
list-none-m,4,1000,8,12000,10968317,914,1973
list-none-m,4,1000,16,12000,6664825,555,909
list-none-m,8,1000,1,24000,447832931,18659,177739
list-none-m,8,1000,4,24000,59359495,2473,19386
list-none-m,8,1000,8,24000,24815999,1033,6333
list-none-m,8,1000,16,24000,12992251,541,2557
list-none-m,12,1000,1,36000,1212853324,33690,528787
list-none-m,12,1000,4,36000,120504118,3347,44832
list-none-m,12,1000,8,36000,44508808,1236,13422
list-none-m,12,1000,16,36000,20526000,570,4976
list-none-s,1,1000,1,3000,3986254,1328
list-none-s,1,1000,4,3000,1257094,419
list-none-s,1,1000,8,3000,784966,261
list-none-s,1,1000,16,3000,574789,191
list-none-s,2,1000,1,6000,35338243,5889
list-none-s,2,1000,4,6000,12540952,2090
list-none-s,2,1000,8,6000,6180409,1030
list-none-s,2,1000,16,6000,3763131,627
list-none-s,4,1000,1,12000,132628230,11052
list-none-s,4,1000,4,12000,29337640,2444
list-none-s,4,1000,8,12000,13788530,1149
list-none-s,4,1000,16,12000,6299904,524
list-none-s,8,1000,1,24000,464452563,19352
list-none-s,8,1000,4,24000,50742184,2114
list-none-s,8,1000,8,24000,19700942,820
list-none-s,8,1000,16,24000,9561208,398
list-none-s,12,1000,1,36000,1244279169,34563
list-none-s,12,1000,4,36000,103056714,2862
list-none-s,12,1000,8,36000,35295490,980
list-none-s,12,1000,16,36000,15506517,430
list-none-m,24,1000,1,72000,4289214122,59572,1697853
list-none-s,24,1000,1,72000,5825637515,80911
